variables,type,units,values,description
fixedse.Px,output,N/m,"[[0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]]",
fixedse.Py,output,N/m,"[[0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]]",
fixedse.Pz,output,N/m,"[[     0.        ]
 [     0.        ]
 [     0.        ]
 [ -1818.14742973]
 [ -1870.33966971]
 [ -2031.86782679]
 [ -2318.14225873]
 [ -2756.95154211]
 [ -3392.5662685 ]
 [ -4293.64255402]
 [ -5567.77796154]
 [ -7387.58716859]
 [-10036.47337869]
 [  -671.11338464]
 [  -790.60542001]
 [  -870.67453539]
 [  -903.34868207]
 [  -932.72043634]
 [  -959.48695844]]",
fixedse.tower_Px,input,N/m,"[[0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]]",
fixedse.tower_Py,input,N/m,"[[0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]]",
fixedse.tower_Pz,input,N/m,"[[ -959.48695844]
 [-1020.04595457]
 [-1071.30757442]
 [-1116.09413816]
 [-1153.10582712]
 [-1186.16620602]
 [-1216.04068263]
 [-1225.24144746]
 [-1231.39032228]
 [-1234.90876946]
 [-1230.2731259 ]
 [-1223.47917945]
 [-1214.77595604]
 [-1200.95920939]
 [-1185.5683352 ]
 [-1168.75667128]
 [-1146.8467201 ]
 [-1123.71394306]
 [-1099.44446637]
 [-1087.80160854]
 [-1075.32141216]
 [-1062.05383639]
 [-1064.08215427]
 [-1065.66362721]
 [-1066.82444462]
 [-1066.8162694 ]
 [-1066.42045415]
 [-1065.6570482 ]
 [-1069.64139142]
 [-1073.39350365]
 [-1076.92431556]]",
fixedse.post.cylinder_Fz,input,N,"[[-26385509.35494815]
 [-24262935.0313979 ]
 [-22126860.96260344]
 [-21649091.77562748]
 [-21170969.95030227]
 [-20692109.25047586]
 [-20244543.96166898]
 [-19795205.87357166]
 [-19343332.24469043]
 [-18921744.73689022]
 [-18495052.21939814]
 [-18060986.35474709]
 [-17671888.16927611]
 [-17298045.66605524]
 [-16923873.88672835]
 [-16747185.95319104]
 [-16570446.83178819]
 [-16393661.3962839 ]]",
fixedse.post.cylinder_Vx,input,N,"[[  -994583.58994889]
 [ -7495129.30070307]
 [-19395568.57707227]
 [  3787483.96445677]
 [  3787596.32218969]
 [  3787707.09912217]
 [  3787770.32541114]
 [  3787879.21993595]
 [  3787988.13622332]
 [  3788026.18283379]
 [  3788139.3725729 ]
 [  3788258.41008312]
 [  3788247.62104553]
 [  3788277.05333227]
 [  3788367.0507912 ]
 [  3787712.74072593]
 [  3787734.31985605]
 [  3787755.60965002]]",
fixedse.post.cylinder_Vy,input,N,"[[  -7825.55872412]
 [ -59174.15304138]
 [-155592.89149677]
 [  22432.84172819]
 [  22433.73365014]
 [  22434.61742393]
 [  22435.12966018]
 [  22436.00739561]
 [  22436.8898808 ]
 [  22437.21254061]
 [  22438.13880462]
 [  22439.11712798]
 [  22439.05851473]
 [  22439.32638456]
 [  22440.08491279]
 [  22434.81224776]
 [  22434.99622812]
 [  22435.17846396]]",
fixedse.post.cylinder_Mxx,input,N*m,"[[  -53675.8156178 ]
 [ -825922.31658016]
 [-4290159.42376922]
 [-5107134.43020196]
 [-5031116.90910659]
 [-4954868.24887198]
 [-4878393.56382201]
 [-4801698.34058319]
 [-4724798.11859117]
 [-4647696.9260601 ]
 [-4570398.37758099]
 [-4492918.32648414]
 [-4415260.82828399]
 [-4337425.45502414]
 [-4259424.09386837]
 [-4220372.53018795]
 [-4181280.95161061]
 [-4142150.9271605 ]]",
fixedse.post.cylinder_Myy,input,N*m,"[[6.86716658e+06]
 [1.05505208e+08]
 [5.42423670e+08]
 [6.43335614e+08]
 [6.30552307e+08]
 [6.17740093e+08]
 [6.04899725e+08]
 [5.92032117e+08]
 [5.79139368e+08]
 [5.66222087e+08]
 [5.53280962e+08]
 [5.40318110e+08]
 [5.27334138e+08]
 [5.14329244e+08]
 [5.01305034e+08]
 [4.94787112e+08]
 [4.88264609e+08]
 [4.81737734e+08]]",
fixedse.post.cylinder_Mzz,input,N*m,"[[1105133.59327826]
 [2636857.90217442]
 [5186448.44515901]
 [9738068.49977341]
 [9738036.78137043]
 [9738005.03976311]
 [9738074.87766748]
 [9738042.96620675]
 [9738010.92855559]
 [9738093.97815222]
 [9738061.40651372]
 [9738028.44068654]
 [9738122.20529632]
 [9738089.40107229]
 [9738057.88323781]
 [9738111.76337105]
 [9738095.97524725]
 [9738080.18260084]]",
fixedse.post_monopile_tower.z_full,input,m,"[-75.         -60.         -45.         -30.         -26.66666667
 -23.33333333 -20.         -16.66666667 -13.33333333 -10.
  -6.66666667  -3.33333333   0.           3.33333333   6.66666667
  10.          11.66666667  13.33333333  15.          19.33333333
  23.66666667  28.          32.33333333  36.66666667  41.
  45.33333333  49.66666667  54.          58.33333333  62.66666667
  67.          71.33333333  75.66666667  80.          84.33333333
  88.66666667  93.          97.33333333 101.66666667 106.
 110.33333333 114.66666667 119.         123.33333333 127.66666667
 132.         136.12866667 140.25733333 144.386     ]",
fixedse.post_monopile_tower.d_full,input,m,"[10.         10.         10.         10.         10.         10.
 10.         10.         10.         10.         10.         10.
 10.         10.         10.         10.         10.         10.
 10.         10.         10.         10.          9.97533333  9.95066667
  9.926       9.765       9.604       9.443       9.23966667  9.03633333
  8.833       8.60566667  8.37833333  8.151       7.89733333  7.64366667
  7.39        7.22966667  7.06933333  6.909       6.85533333  6.80166667
  6.748       6.68933333  6.63066667  6.572       6.548       6.524
  6.5       ]",
fixedse.post_monopile_tower.t_full,input,m,"[0.055341 0.055341 0.055341 0.055341 0.055341 0.055341 0.051509 0.051509
 0.051509 0.047517 0.047517 0.047517 0.043527 0.043527 0.043527 0.041058
 0.041058 0.041058 0.039496 0.039496 0.039496 0.036456 0.036456 0.036456
 0.033779 0.033779 0.033779 0.032192 0.032192 0.032192 0.030708 0.030708
 0.030708 0.029101 0.029101 0.029101 0.027213 0.027213 0.027213 0.024009
 0.024009 0.024009 0.020826 0.020826 0.020826 0.023998 0.023998 0.023998]",
fixedse.post_monopile_tower.bending_height,input,m,[174.386],
fixedse.post_monopile_tower.E_full,input,Pa,"[2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11
 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11
 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11
 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11
 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11]",
fixedse.post_monopile_tower.G_full,input,Pa,"[7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10
 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10
 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10
 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10
 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10
 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10]",
fixedse.post_monopile_tower.rho_full,input,kg/m**3,"[7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800.
 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800.
 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800.
 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800.]",
fixedse.post_monopile_tower.sigma_y_full,input,Pa,"[3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08
 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08
 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08
 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08
 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08
 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08]",
fixedse.post_monopile_tower.cylinder_Fz,input,N,"[[-2.63855094e+07]
 [-2.42629350e+07]
 [-2.21268610e+07]
 [-2.16490918e+07]
 [-2.11709700e+07]
 [-2.06921093e+07]
 [-2.02445440e+07]
 [-1.97952059e+07]
 [-1.93433322e+07]
 [-1.89217447e+07]
 [-1.84950522e+07]
 [-1.80609864e+07]
 [-1.76718882e+07]
 [-1.72980457e+07]
 [-1.69238739e+07]
 [-1.67471860e+07]
 [-1.65704468e+07]
 [-1.63936614e+07]
 [-1.49705922e+07]
 [-1.45280261e+07]
 [-1.40852202e+07]
 [-1.36763231e+07]
 [-1.32682525e+07]
 [-1.28610335e+07]
 [-1.24866067e+07]
 [-1.21181555e+07]
 [-1.17557307e+07]
 [-1.14165421e+07]
 [-1.10846489e+07]
 [-1.07600734e+07]
 [-1.04575676e+07]
 [-1.01628882e+07]
 [-9.87604948e+06]
 [-9.61176854e+06]
 [-9.35579550e+06]
 [-9.10814393e+06]
 [-8.88256415e+06]
 [-8.66192275e+06]
 [-8.44619442e+06]
 [-8.25815102e+06]
 [-8.07156733e+06]
 [-7.88641151e+06]
 [-7.72642069e+06]
 [-7.56778869e+06]
 [-7.41051886e+06]
 [-7.23965484e+06]
 [-7.06939563e+06]
 [ 1.84809323e-09]]",
fixedse.post_monopile_tower.cylinder_Vx,input,N,"[[-9.94583590e+05]
 [-7.49512930e+06]
 [-1.93955686e+07]
 [ 3.78748396e+06]
 [ 3.78759632e+06]
 [ 3.78770710e+06]
 [ 3.78777033e+06]
 [ 3.78787922e+06]
 [ 3.78798814e+06]
 [ 3.78802618e+06]
 [ 3.78813937e+06]
 [ 3.78825841e+06]
 [ 3.78824762e+06]
 [ 3.78827705e+06]
 [ 3.78836705e+06]
 [ 3.78771274e+06]
 [ 3.78773432e+06]
 [ 3.78775561e+06]
 [ 3.78888654e+06]
 [ 3.78902280e+06]
 [ 3.78915490e+06]
 [ 3.78911753e+06]
 [ 3.78923510e+06]
 [ 3.78934790e+06]
 [ 3.78927462e+06]
 [ 3.78935041e+06]
 [ 3.78942239e+06]
 [ 3.78937736e+06]
 [ 3.78943409e+06]
 [ 3.78948705e+06]
 [ 3.78942469e+06]
 [ 3.78946617e+06]
 [ 3.78950332e+06]
 [ 3.78940935e+06]
 [ 3.78943334e+06]
 [ 3.78945204e+06]
 [ 3.78933031e+06]
 [ 3.78936878e+06]
 [ 3.78939960e+06]
 [ 3.78917272e+06]
 [ 3.78922249e+06]
 [ 3.78926230e+06]
 [ 3.78900892e+06]
 [ 3.78902798e+06]
 [ 3.78903570e+06]
 [ 3.78921715e+06]
 [ 3.78921118e+06]
 [ 2.11972902e+03]]",
fixedse.post_monopile_tower.cylinder_Vy,input,N,"[[-7.82555872e+03]
 [-5.91741530e+04]
 [-1.55592891e+05]
 [ 2.24328417e+04]
 [ 2.24337337e+04]
 [ 2.24346174e+04]
 [ 2.24351297e+04]
 [ 2.24360074e+04]
 [ 2.24368899e+04]
 [ 2.24372125e+04]
 [ 2.24381388e+04]
 [ 2.24391171e+04]
 [ 2.24390585e+04]
 [ 2.24393264e+04]
 [ 2.24400849e+04]
 [ 2.24348122e+04]
 [ 2.24349962e+04]
 [ 2.24351785e+04]
 [ 2.24444119e+04]
 [ 2.24455963e+04]
 [ 2.24467575e+04]
 [ 2.24465305e+04]
 [ 2.24475946e+04]
 [ 2.24486309e+04]
 [ 2.24481196e+04]
 [ 2.24488722e+04]
 [ 2.24496077e+04]
 [ 2.24493599e+04]
 [ 2.24499992e+04]
 [ 2.24506253e+04]
 [ 2.24502640e+04]
 [ 2.24508343e+04]
 [ 2.24513918e+04]
 [ 2.24507960e+04]
 [ 2.24512958e+04]
 [ 2.24517831e+04]
 [ 2.24509897e+04]
 [ 2.24517440e+04]
 [ 2.24524692e+04]
 [ 2.24506819e+04]
 [ 2.24516913e+04]
 [ 2.24526479e+04]
 [ 2.24505335e+04]
 [ 2.24513827e+04]
 [ 2.24521693e+04]
 [ 2.24550249e+04]
 [ 2.24557096e+04]
 [ 2.63114736e+01]]",
fixedse.post_monopile_tower.cylinder_Mxx,input,N*m,"[[-5.36758156e+04]
 [-8.25922317e+05]
 [-4.29015942e+06]
 [-5.10713443e+06]
 [-5.03111691e+06]
 [-4.95486825e+06]
 [-4.87839356e+06]
 [-4.80169834e+06]
 [-4.72479812e+06]
 [-4.64769693e+06]
 [-4.57039838e+06]
 [-4.49291833e+06]
 [-4.41526083e+06]
 [-4.33742546e+06]
 [-4.25942409e+06]
 [-4.22037253e+06]
 [-4.18128095e+06]
 [-4.14215093e+06]
 [-4.04048051e+06]
 [-3.93859182e+06]
 [-3.83651427e+06]
 [-3.73426084e+06]
 [-3.63183534e+06]
 [-3.52926273e+06]
 [-3.42655093e+06]
 [-3.32369212e+06]
 [-3.22069596e+06]
 [-3.11756231e+06]
 [-3.01428279e+06]
 [-2.91086174e+06]
 [-2.80729350e+06]
 [-2.70356470e+06]
 [-2.59967534e+06]
 [-2.49561269e+06]
 [-2.39135441e+06]
 [-2.28689376e+06]
 [-2.18221110e+06]
 [-2.07728704e+06]
 [-1.97213107e+06]
 [-1.86672633e+06]
 [-1.76105404e+06]
 [-1.65514810e+06]
 [-1.54900667e+06]
 [-1.44261336e+06]
 [-1.33600296e+06]
 [-1.23429042e+06]
 [-1.13251584e+06]
 [-2.34693289e-05]]",
fixedse.post_monopile_tower.cylinder_Myy,input,N*m,"[[ 6.86716658e+06]
 [ 1.05505208e+08]
 [ 5.42423670e+08]
 [ 6.43335614e+08]
 [ 6.30552307e+08]
 [ 6.17740093e+08]
 [ 6.04899725e+08]
 [ 5.92032117e+08]
 [ 5.79139368e+08]
 [ 5.66222087e+08]
 [ 5.53280962e+08]
 [ 5.40318110e+08]
 [ 5.27334138e+08]
 [ 5.14329244e+08]
 [ 5.01305034e+08]
 [ 4.94787112e+08]
 [ 4.88264609e+08]
 [ 4.81737734e+08]
 [ 4.64777898e+08]
 [ 4.47793940e+08]
 [ 4.30789683e+08]
 [ 4.13766956e+08]
 [ 3.96726658e+08]
 [ 3.79672028e+08]
 [ 3.62604317e+08]
 [ 3.45523160e+08]
 [ 3.28430117e+08]
 [ 3.11325669e+08]
 [ 2.94209533e+08]
 [ 2.77082796e+08]
 [ 2.59945546e+08]
 [ 2.42797226e+08]
 [ 2.25638698e+08]
 [ 2.08469684e+08]
 [ 1.91289217e+08]
 [ 1.74097960e+08]
 [ 1.56895612e+08]
 [ 1.39682142e+08]
 [ 1.22460067e+08]
 [ 1.05230037e+08]
 [ 8.79928477e+07]
 [ 7.07530717e+07]
 [ 5.35131394e+07]
 [ 3.62750356e+07]
 [ 1.90436882e+07]
 [ 2.63836774e+06]
 [-1.37497916e+07]
 [ 1.89495087e-03]]",
fixedse.post_monopile_tower.cylinder_Mzz,input,N*m,"[[1105133.59327826]
 [2636857.90217442]
 [5186448.44515901]
 [9738068.49977341]
 [9738036.78137043]
 [9738005.03976311]
 [9738074.87766748]
 [9738042.96620675]
 [9738010.92855559]
 [9738093.97815222]
 [9738061.40651372]
 [9738028.44068654]
 [9738122.20529632]
 [9738089.40107229]
 [9738057.88323781]
 [9738111.76337105]
 [9738095.97524725]
 [9738080.18260084]
 [9738031.00418445]
 [9737989.91357829]
 [9737948.81125485]
 [9738018.09304539]
 [9737980.33503526]
 [9737942.47275146]
 [9738017.32648879]
 [9737999.01394755]
 [9737980.76114678]
 [9738032.78021869]
 [9738022.50773999]
 [9738012.69621687]
 [9738073.0043755 ]
 [9738070.0550651 ]
 [9738068.07363323]
 [9738150.42909154]
 [9738158.38671214]
 [9738168.27667316]
 [9738278.70951503]
 [9738273.98588155]
 [9738269.99728651]
 [9738473.72047   ]
 [9738446.44457761]
 [9738419.06423377]
 [9738665.27568847]
 [9738641.24907039]
 [9738617.15657793]
 [9738325.73871361]
 [9738292.15109817]
 [      0.        ]]",
fixedse.post_monopile_tower.qdyn,input,Pa,"[[0.00000000e+00]
 [0.00000000e+00]
 [0.00000000e+00]
 [3.11498549e+05]
 [2.78134940e+05]
 [2.45058548e+05]
 [2.12283107e+05]
 [1.79832158e+05]
 [1.47740077e+05]
 [1.16053604e+05]
 [8.48339892e+04]
 [5.41599074e+04]
 [2.41313517e+04]
 [9.55341908e+01]
 [1.12825178e+02]
 [1.24356340e+02]
 [1.29043211e+02]
 [1.33245708e+02]
 [1.37066030e+02]
 [1.45673833e+02]
 [1.52918783e+02]
 [1.59215688e+02]
 [1.64810185e+02]
 [1.69860764e+02]
 [1.74476145e+02]
 [1.78734408e+02]
 [1.82693684e+02]
 [1.86398508e+02]
 [1.89883820e+02]
 [1.93177576e+02]
 [1.96302524e+02]
 [1.99277440e+02]
 [2.02118020e+02]
 [2.04837529e+02]
 [2.07447285e+02]
 [2.09957031e+02]
 [2.12375218e+02]
 [2.14709230e+02]
 [2.16965555e+02]
 [2.19149931e+02]
 [2.21267459e+02]
 [2.23322693e+02]
 [2.25319719e+02]
 [2.27262219e+02]
 [2.29153521e+02]
 [2.30996646e+02]
 [2.32710421e+02]
 [2.34385137e+02]
 [2.36022796e+02]]",
tcons.rated_Omega,input,rpm,[7.49924093],rotor rotation speed at rated
tcons.tower_freq,input,Hz,[0.24677822],
tcons.blade_number,input,Unavailable,3,
tcons.tip_deflection,input,m,[25.920584],
tcons.Rtip,input,m,[120.97],
tcons.ref_axis_blade,input,m,"[[ 0.00000000e+00  0.00000000e+00  0.00000000e+00]
 [ 3.42959240e-02  0.00000000e+00  4.03448276e+00]
 [ 8.32926257e-02  0.00000000e+00  8.06896552e+00]
 [ 1.39255519e-01  0.00000000e+00  1.21034483e+01]
 [ 1.91903317e-01  0.00000000e+00  1.61379310e+01]
 [ 2.32028258e-01  0.00000000e+00  2.01724138e+01]
 [ 2.49180429e-01  0.00000000e+00  2.42068966e+01]
 [ 2.49614174e-01  0.00000000e+00  2.82413793e+01]
 [ 2.46252569e-01  0.00000000e+00  3.22758621e+01]
 [ 2.40472011e-01  0.00000000e+00  3.63103448e+01]
 [ 2.32979267e-01  0.00000000e+00  4.03448276e+01]
 [ 2.17957140e-01  0.00000000e+00  4.43793103e+01]
 [ 1.77121181e-01  0.00000000e+00  4.84137931e+01]
 [ 1.00301568e-01  0.00000000e+00  5.24482759e+01]
 [ 1.12660591e-05  0.00000000e+00  5.64827586e+01]
 [-1.12312629e-01  0.00000000e+00  6.05172414e+01]
 [-2.43799160e-01  0.00000000e+00  6.45517241e+01]
 [-4.15338772e-01  0.00000000e+00  6.85862069e+01]
 [-6.20768435e-01  0.00000000e+00  7.26206897e+01]
 [-8.46243242e-01  0.00000000e+00  7.66551724e+01]
 [-1.07984644e+00  0.00000000e+00  8.06896552e+01]
 [-1.32901559e+00  0.00000000e+00  8.47241379e+01]
 [-1.60213698e+00  0.00000000e+00  8.87586207e+01]
 [-1.89489952e+00  0.00000000e+00  9.27931034e+01]
 [-2.20179672e+00  0.00000000e+00  9.68275862e+01]
 [-2.52272811e+00  0.00000000e+00  1.00862069e+02]
 [-2.86392159e+00  0.00000000e+00  1.04896552e+02]
 [-3.22483564e+00  0.00000000e+00  1.08931034e+02]
 [-3.60465635e+00  0.00000000e+00  1.12965517e+02]
 [-4.00000000e+00  0.00000000e+00  1.17000000e+02]]",
tcons.precone,input,deg,[4.],
tcons.tilt,input,deg,[6.],
tcons.overhang,input,m,[12.0313],
tcons.ref_axis_tower,input,m,"[[  0.      0.     15.   ]
 [  0.      0.     28.   ]
 [  0.      0.     41.   ]
 [  0.      0.     54.   ]
 [  0.      0.     67.   ]
 [  0.      0.     80.   ]
 [  0.      0.     93.   ]
 [  0.      0.    106.   ]
 [  0.      0.    119.   ]
 [  0.      0.    132.   ]
 [  0.      0.    144.386]]",
tcons.d_full,input,m,"[10.    10.     9.926  9.443  8.833  8.151  7.39   6.909  6.748  6.572
  6.5  ]",
tcons.max_allowable_td_ratio,input,,[1.4175],
tcons.rotor_orientation,input,Unavailable,upwind,
tcc.blade_mass,input,kg,[68638.59287655],
tcc.blade_mass_cost_coeff,input,USD/kg,[14.6],
tcc.blade_cost_external,input,USD,[759850.19142184],
tcc.hub_mass,input,kg,[21377.09335227],
tcc.hub_mass_cost_coeff,input,USD/kg,[3.9],
tcc.pitch_system_mass,input,kg,[49523.18251271],
tcc.pitch_system_mass_cost_coeff,input,USD/kg,[22.1],
tcc.spinner_mass,input,kg,[2937.43921781],
tcc.spinner_mass_cost_coeff,input,USD/kg,[11.1],
tcc.hub_cost,output,USD,[83370.66407384],
tcc.pitch_system_cost,output,USD,[1094462.33353079],
tcc.spinner_cost,output,USD,[32605.57531767],
tcc.hub_assemblyCostMultiplier,input,,[0.],
tcc.hub_overheadCostMultiplier,input,,[0.],
tcc.hub_profitMultiplier,input,,[0.],
tcc.hub_transportMultiplier,input,,[0.],
tcc.blade_cost,output,USD,[759850.19142184],
tcc.hub_system_cost,output,USD,[1210438.57292229],
tcc.hub_system_mass_tcc,output,kg,[73837.71508278],
tcc.blade_number,input,Unavailable,3,
tcc.lss_mass,input,kg,[15734.03848697],
tcc.lss_mass_cost_coeff,input,USD/kg,[11.9],
tcc.main_bearing_mass,input,kg,[30785.64283173],
tcc.bearing_mass_cost_coeff,input,USD/kg,[4.5],
tcc.gearbox_mass,input,kg,[0.],
tcc.gearbox_torque_density,input,N*m/kg,[200.],"In 2024, modern 5-7MW gearboxes are able to reach 200 Nm/kg"
tcc.gearbox_torque_cost,input,USD/kN/m,[50.],"In 2024, modern 5-7MW gearboxes cost approx $50/kNm"
tcc.hss_mass,input,kg,[0.],
tcc.hss_mass_cost_coeff,input,USD/kg,[6.8],
tcc.brake_mass,input,kg,[24335.35915984],
tcc.brake_mass_cost_coeff,input,USD/kg,[3.6254],
tcc.generator_mass,input,kg,[368839.40715181],
tcc.generator_mass_cost_coeff,input,USD/kg,[12.4],
tcc.generator_cost_external,input,USD,[5003334.96944369],
tcc.bedplate_mass,input,kg,[53385.2208981],
tcc.bedplate_mass_cost_coeff,input,USD/kg,[2.9],
tcc.yaw_mass,input,kg,[28248.90136716],
tcc.yaw_mass_cost_coeff,input,USD/kg,[8.3],
tcc.hvac_mass,input,kg,[9381.28122601],
tcc.hvac_mass_cost_coeff,input,USD/kg,[124.],
tcc.machine_rating,input,kW,[15000.],
tcc.controls_machine_rating_cost_coeff,input,USD/kW,[21.15],
tcc.converter_mass,input,kg,[11983.85],
tcc.converter_mass_cost_coeff,input,USD/kg,[18.8],
tcc.elec_connec_machine_rating_cost_coeff,input,USD/kW,[41.85],
tcc.cover_mass,input,kg,[20554.30618041],
tcc.cover_mass_cost_coeff,input,USD/kg,[5.7],
tcc.platforms_mass,input,kg,[48672.],
tcc.platforms_mass_cost_coeff,input,USD/kg,[17.1],
tcc.crane_cost,input,USD,[12000.],
tcc.crane,input,Unavailable,False,
tcc.transformer_mass,input,kg,[30635.],
tcc.transformer_mass_cost_coeff,input,USD/kg,[18.8],
tcc.lss_cost,output,USD,[187235.05799499],
tcc.main_bearing_cost,output,USD,[138535.39274281],
tcc.gearbox_cost,output,USD,[0.],
tcc.hss_cost,output,USD,[0.],
tcc.brake_cost,output,USD,[88225.41109807],
tcc.generator_cost,output,USD,[5003334.96944369],
tcc.bedplate_cost,output,USD,[154817.14060448],
tcc.yaw_system_cost,output,USD,[234465.88134745],
tcc.converter_cost,output,USD,[225296.38],
tcc.hvac_cost,output,USD,[1163278.87202524],
tcc.cover_cost,output,USD,[117159.54522834],
tcc.elec_cost,output,USD,[627750.],
tcc.controls_cost,output,USD,[317250.],
tcc.platforms_cost,output,USD,[832291.2],
tcc.transformer_cost,output,USD,[575938.],
tcc.nacelle_assemblyCostMultiplier,input,,[0.],
tcc.nacelle_overheadCostMultiplier,input,,[0.],
tcc.nacelle_profitMultiplier,input,,[0.],
tcc.nacelle_transportMultiplier,input,,[0.],
tcc.main_bearing_number,input,Unavailable,2,
tcc.tower_mass,input,kg,[853460.11735682],
tcc.tower_mass_cost_coeff,input,USD/kg,[2.9],
tcc.tower_cost_external,input,USD,[2394873.37385575],
tcc.tower_parts_cost,output,USD,[2394873.37385575],
tcc.tower_assemblyCostMultiplier,input,,[0.],
