variables,units,values,description
towerse.foreaft_stff,N*m**2,"[4.27484154e+12 4.27484154e+12 4.27484154e+12 4.27484154e+12
 4.27484154e+12 4.27484154e+12 4.27484154e+12 4.27484154e+12
 4.27484154e+12 4.20296210e+12 4.20296210e+12 4.20296210e+12
 4.13104140e+12 4.13104140e+12 4.13104140e+12 4.05725322e+12
 4.05725322e+12 4.05725322e+12 3.98342162e+12 3.98342162e+12
 3.98342162e+12 3.90794676e+12 3.90794676e+12 3.90794676e+12
 3.83242654e+12 3.83242654e+12 3.83242654e+12 3.75579311e+12
 3.75579311e+12 3.75579311e+12 3.67911301e+12 3.67911301e+12
 3.67911301e+12 3.60276804e+12 3.60276804e+12 3.60276804e+12
 3.52637683e+12 3.52637683e+12 3.52637683e+12 3.45032165e+12
 3.45032165e+12 3.45032165e+12 3.37422064e+12 3.37422064e+12
 3.37422064e+12 3.32505568e+12 3.32505568e+12 3.32505568e+12
 3.27587160e+12 3.27587160e+12 3.27587160e+12 3.23053643e+12
 3.23053643e+12 3.23053643e+12 3.18518501e+12 3.18518501e+12
 3.18518501e+12 3.12532998e+12 3.12532998e+12 3.12532998e+12
 3.06544668e+12 3.06544668e+12 3.06544668e+12 2.94881931e+12
 2.94881931e+12 2.94881931e+12 2.82158077e+12 2.80065085e+12
 2.77982470e+12 2.66884944e+12 2.66884944e+12 2.66884944e+12
 2.50597878e+12 2.38463147e+12 2.26726616e+12 2.15868447e+12
 2.15868447e+12 2.15868447e+12 2.03972635e+12 1.90896838e+12
 1.78392158e+12 1.68419959e+12 1.68419959e+12 1.68419959e+12
 1.58197658e+12 1.46102343e+12 1.34639814e+12 1.25798704e+12
 1.25798704e+12 1.25798704e+12 1.16807211e+12 1.06038185e+12
 9.59522775e+11 8.82352802e+11 8.82352802e+11 8.82352802e+11
 8.25534780e+11 7.72202233e+11 7.21217613e+11 6.56038565e+11
 6.56038565e+11 6.56038565e+11 6.08263380e+11 5.94095540e+11
 5.80149427e+11 5.35638269e+11 5.35638269e+11 5.35638269e+11
 4.91478337e+11 4.78676571e+11 4.66099061e+11 4.94558335e+11
 4.94558335e+11 4.94558335e+11 5.26268425e+11 5.20492414e+11
 5.14758821e+11]",sectional fore-aft bending stiffness per unit length about the Y_E elastic axis
towerse.sideside_stff,N*m**2,"[4.27484154e+12 4.27484154e+12 4.27484154e+12 4.27484154e+12
 4.27484154e+12 4.27484154e+12 4.27484154e+12 4.27484154e+12
 4.27484154e+12 4.20296210e+12 4.20296210e+12 4.20296210e+12
 4.13104140e+12 4.13104140e+12 4.13104140e+12 4.05725322e+12
 4.05725322e+12 4.05725322e+12 3.98342162e+12 3.98342162e+12
 3.98342162e+12 3.90794676e+12 3.90794676e+12 3.90794676e+12
 3.83242654e+12 3.83242654e+12 3.83242654e+12 3.75579311e+12
 3.75579311e+12 3.75579311e+12 3.67911301e+12 3.67911301e+12
 3.67911301e+12 3.60276804e+12 3.60276804e+12 3.60276804e+12
 3.52637683e+12 3.52637683e+12 3.52637683e+12 3.45032165e+12
 3.45032165e+12 3.45032165e+12 3.37422064e+12 3.37422064e+12
 3.37422064e+12 3.32505568e+12 3.32505568e+12 3.32505568e+12
 3.27587160e+12 3.27587160e+12 3.27587160e+12 3.23053643e+12
 3.23053643e+12 3.23053643e+12 3.18518501e+12 3.18518501e+12
 3.18518501e+12 3.12532998e+12 3.12532998e+12 3.12532998e+12
 3.06544668e+12 3.06544668e+12 3.06544668e+12 2.94881931e+12
 2.94881931e+12 2.94881931e+12 2.82158077e+12 2.80065085e+12
 2.77982470e+12 2.66884944e+12 2.66884944e+12 2.66884944e+12
 2.50597878e+12 2.38463147e+12 2.26726616e+12 2.15868447e+12
 2.15868447e+12 2.15868447e+12 2.03972635e+12 1.90896838e+12
 1.78392158e+12 1.68419959e+12 1.68419959e+12 1.68419959e+12
 1.58197658e+12 1.46102343e+12 1.34639814e+12 1.25798704e+12
 1.25798704e+12 1.25798704e+12 1.16807211e+12 1.06038185e+12
 9.59522775e+11 8.82352802e+11 8.82352802e+11 8.82352802e+11
 8.25534780e+11 7.72202233e+11 7.21217613e+11 6.56038565e+11
 6.56038565e+11 6.56038565e+11 6.08263380e+11 5.94095540e+11
 5.80149427e+11 5.35638269e+11 5.35638269e+11 5.35638269e+11
 4.91478337e+11 4.78676571e+11 4.66099061e+11 4.94558335e+11
 4.94558335e+11 4.94558335e+11 5.26268425e+11 5.20492414e+11
 5.14758821e+11]",sectional side-side bending stiffness per unit length about the Y_E elastic axis
towerse.tor_stff,N*m**2,"[3.38994934e+12 3.38994934e+12 3.38994934e+12 3.38994934e+12
 3.38994934e+12 3.38994934e+12 3.38994934e+12 3.38994934e+12
 3.38994934e+12 3.33294894e+12 3.33294894e+12 3.33294894e+12
 3.27591583e+12 3.27591583e+12 3.27591583e+12 3.21740180e+12
 3.21740180e+12 3.21740180e+12 3.15885334e+12 3.15885334e+12
 3.15885334e+12 3.09900178e+12 3.09900178e+12 3.09900178e+12
 3.03911425e+12 3.03911425e+12 3.03911425e+12 2.97834394e+12
 2.97834394e+12 2.97834394e+12 2.91753661e+12 2.91753661e+12
 2.91753661e+12 2.85699506e+12 2.85699506e+12 2.85699506e+12
 2.79641683e+12 2.79641683e+12 2.79641683e+12 2.73610507e+12
 2.73610507e+12 2.73610507e+12 2.67575697e+12 2.67575697e+12
 2.67575697e+12 2.63676916e+12 2.63676916e+12 2.63676916e+12
 2.59776618e+12 2.59776618e+12 2.59776618e+12 2.56181539e+12
 2.56181539e+12 2.56181539e+12 2.52585171e+12 2.52585171e+12
 2.52585171e+12 2.47838668e+12 2.47838668e+12 2.47838668e+12
 2.43089922e+12 2.43089922e+12 2.43089922e+12 2.33841371e+12
 2.33841371e+12 2.33841371e+12 2.23751355e+12 2.22091613e+12
 2.20440099e+12 2.11639761e+12 2.11639761e+12 2.11639761e+12
 1.98724117e+12 1.89101276e+12 1.79794206e+12 1.71183679e+12
 1.71183679e+12 1.71183679e+12 1.61750299e+12 1.51381193e+12
 1.41464981e+12 1.33557028e+12 1.33557028e+12 1.33557028e+12
 1.25450742e+12 1.15859158e+12 1.06769372e+12 9.97583726e+11
 9.97583726e+11 9.97583726e+11 9.26281181e+11 8.40882811e+11
 7.60901561e+11 6.99705772e+11 6.99705772e+11 6.99705772e+11
 6.54649081e+11 6.12356371e+11 5.71925567e+11 5.20238582e+11
 5.20238582e+11 5.20238582e+11 4.82352860e+11 4.71117763e+11
 4.60058495e+11 4.24761147e+11 4.24761147e+11 4.24761147e+11
 3.89742321e+11 3.79590521e+11 3.69616555e+11 3.92184760e+11
 3.92184760e+11 3.92184760e+11 4.17330861e+11 4.12750484e+11
 4.08203745e+11]",sectional torsional stiffness
towerse.axial_stff,N,"[3.45793453e+11 3.45793453e+11 3.45793453e+11 3.45793453e+11
 3.45793453e+11 3.45793453e+11 3.45793453e+11 3.45793453e+11
 3.45793453e+11 3.39914786e+11 3.39914786e+11 3.39914786e+11
 3.34034994e+11 3.34034994e+11 3.34034994e+11 3.28004864e+11
 3.28004864e+11 3.28004864e+11 3.21973552e+11 3.21973552e+11
 3.21973552e+11 3.15810444e+11 3.15810444e+11 3.15810444e+11
 3.09646101e+11 3.09646101e+11 3.09646101e+11 3.03393414e+11
 3.03393414e+11 3.03393414e+11 2.97139458e+11 2.97139458e+11
 2.97139458e+11 2.90915356e+11 2.90915356e+11 2.90915356e+11
 2.84689997e+11 2.84689997e+11 2.84689997e+11 2.78494518e+11
 2.78494518e+11 2.78494518e+11 2.72297795e+11 2.72297795e+11
 2.72297795e+11 2.68295732e+11 2.68295732e+11 2.68295732e+11
 2.64293151e+11 2.64293151e+11 2.64293151e+11 2.60604710e+11
 2.60604710e+11 2.60604710e+11 2.56915828e+11 2.56915828e+11
 2.56915828e+11 2.52048573e+11 2.52048573e+11 2.52048573e+11
 2.47180551e+11 2.47180551e+11 2.47180551e+11 2.37704099e+11
 2.37704099e+11 2.37704099e+11 2.27942236e+11 2.27377222e+11
 2.26812208e+11 2.18242085e+11 2.18242085e+11 2.18242085e+11
 2.08243688e+11 2.04826629e+11 2.01409569e+11 1.95026323e+11
 1.95026323e+11 1.95026323e+11 1.88294421e+11 1.84181632e+11
 1.80068843e+11 1.73924066e+11 1.73924066e+11 1.73924066e+11
 1.67641860e+11 1.63255598e+11 1.58869337e+11 1.52591742e+11
 1.52591742e+11 1.52591742e+11 1.46187358e+11 1.41549139e+11
 1.36910921e+11 1.30242523e+11 1.30242523e+11 1.30242523e+11
 1.24521390e+11 1.21779941e+11 1.19038493e+11 1.10766573e+11
 1.10766573e+11 1.10766573e+11 1.03457363e+11 1.02647785e+11
 1.01838208e+11 9.47320534e+10 9.47320534e+10 9.47320534e+10
 8.76436679e+10 8.68759933e+10 8.61083188e+10 9.22304789e+10
 9.22304789e+10 9.22304789e+10 9.85523748e+10 9.81904935e+10
 9.78286122e+10]",sectional axial stiffness
towerse.cg_offst,m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",offset from the sectional center of mass
towerse.sc_offst,m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",offset from the sectional shear center
towerse.tc_offst,m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",offset from the sectional tension center
towerse.cm.cost,USD,[5657064.12587821],
towerse.cm.mass,kg,"[2.16449412e+05 2.16449412e+05 2.16449412e+05 1.20249673e+04
 1.20249673e+04 1.20249673e+04 1.20249673e+04 1.20249673e+04
 1.20249673e+04 4.72821467e+00 4.72821467e+00 4.72821467e+00
 2.32274874e+04 2.32274874e+04 2.32274874e+04 4.56254766e+00
 4.56254766e+00 4.56254766e+00 2.23887819e+04 2.23887819e+04
 2.23887819e+04 4.39292327e+00 4.39292327e+00 4.39292327e+00
 2.15315792e+04 2.15315792e+04 2.15315792e+04 4.22020239e+00
 4.22020239e+00 4.22020239e+00 2.06619161e+04 2.06619161e+04
 2.06619161e+04 4.04663260e+00 4.04663260e+00 4.04663260e+00
 1.97962293e+04 1.97962293e+04 1.97962293e+04 3.87385874e+00
 3.87385874e+00 3.87385874e+00 1.89345240e+04 1.89345240e+04
 1.89345240e+04 3.73199363e+00 3.73199363e+00 3.73199363e+00
 1.83779123e+04 1.83779123e+04 1.83779123e+04 3.62501151e+00
 3.62501151e+00 3.62501151e+00 1.78649222e+04 1.78649222e+04
 1.78649222e+04 3.50599565e+01 3.50599565e+01 3.50599565e+01
 4.46632763e+04 4.46632763e+04 4.46632763e+04 3.30646402e+01
 3.30646402e+01 3.30646402e+01 4.11870878e+04 4.10849949e+04
 4.09829019e+04 3.03574740e+01 3.03574740e+01 3.03574740e+01
 3.76277395e+04 3.70103079e+04 3.63928764e+04 2.71281615e+01
 2.71281615e+01 2.71281615e+01 3.40230883e+04 3.32799448e+04
 3.25368013e+04 2.41928375e+01 2.41928375e+01 2.41928375e+01
 3.02913585e+04 2.94988010e+04 2.87062435e+04 2.12255113e+01
 2.12255113e+01 2.12255113e+01 2.64147252e+04 2.55766414e+04
 2.47385576e+04 1.81167349e+01 1.81167349e+01 1.81167349e+01
 2.24998820e+04 2.20045272e+04 2.15091724e+04 1.54076303e+01
 1.54076303e+01 1.54076303e+01 1.86938041e+04 1.85475207e+04
 1.84012374e+04 1.31772286e+01 1.31772286e+01 1.31772286e+01
 1.58364132e+04 1.56977014e+04 1.55589896e+04 1.28292596e+01
 1.28292596e+01 1.28292596e+01 1.69658071e+04 1.69035092e+04
 1.68412112e+04]",
towerse.cm.center_of_mass,m,[8.88280775],
towerse.cm.section_center_of_mass,m,"[-6.75000000e+01 -5.25000000e+01 -3.75000000e+01 -2.95833333e+01
 -2.87500000e+01 -2.79166667e+01 -2.70833333e+01 -2.62500000e+01
 -2.54166667e+01 -2.49998333e+01 -2.49995000e+01 -2.49991667e+01
 -2.41658333e+01 -2.24995000e+01 -2.08331667e+01 -1.99998333e+01
 -1.99995000e+01 -1.99991667e+01 -1.91658333e+01 -1.74995000e+01
 -1.58331667e+01 -1.49998333e+01 -1.49995000e+01 -1.49991667e+01
 -1.41658333e+01 -1.24995000e+01 -1.08331667e+01 -9.99983333e+00
 -9.99950000e+00 -9.99916667e+00 -9.16583333e+00 -7.49950000e+00
 -5.83316667e+00 -4.99983333e+00 -4.99950000e+00 -4.99916667e+00
 -4.16583333e+00 -2.49950000e+00 -8.33166667e-01  1.66666667e-04
  5.00000000e-04  8.33333333e-04  8.34166667e-01  2.50050000e+00
  4.16683333e+00  5.00016667e+00  5.00050000e+00  5.00083333e+00
  5.83416667e+00  7.50050000e+00  9.16683333e+00  1.00001667e+01
  1.00005000e+01  1.00008333e+01  1.08341667e+01  1.25005000e+01
  1.41668333e+01  1.50016667e+01  1.50050000e+01  1.50083333e+01
  1.71750000e+01  2.15050000e+01  2.58350000e+01  2.80016667e+01
  2.80050000e+01  2.80083333e+01  3.01741056e+01  3.45041034e+01
  3.88341011e+01  4.10016667e+01  4.10050000e+01  4.10083333e+01
  4.31690791e+01  4.74989803e+01  5.18288782e+01  5.40016667e+01
  5.40050000e+01  5.40083333e+01  5.61671186e+01  6.04969426e+01
  6.48267585e+01  6.70016667e+01  6.70050000e+01  6.70083333e+01
  6.91655590e+01  7.34953053e+01  7.78250377e+01  8.00016667e+01
  8.00050000e+01  8.00083333e+01  8.21635515e+01  8.64931764e+01
  9.08227758e+01  9.30016667e+01  9.30050000e+01  9.30083333e+01
  9.51670559e+01  9.94968771e+01  1.03826690e+02  1.06001667e+02
  1.06005000e+02  1.06008333e+02  1.08172176e+02  1.12502154e+02
  1.16832132e+02  1.19001667e+02  1.19005000e+02  1.19008333e+02
  1.21171839e+02  1.25501812e+02  1.29831783e+02  1.32001667e+02
  1.32005000e+02  1.32008333e+02  1.34071404e+02  1.38196733e+02
  1.42322062e+02]",
towerse.cm.I_base,kg*m**2,"[2.1370896e+10 2.1370896e+10 4.6245688e+07 0.0000000e+00 0.0000000e+00
 0.0000000e+00]",
towerse.structural_cost,USD,[5657064.12587821],
towerse.structural_mass,kg,[2163440.99352003],
towerse.tower_cost,USD,[2339910.19944053],
towerse.tower_section_center_of_mass,m,"[-6.75000000e+01 -5.25000000e+01 -3.75000000e+01 -2.95833333e+01
 -2.87500000e+01 -2.79166667e+01 -2.70833333e+01 -2.62500000e+01
 -2.54166667e+01 -2.49998333e+01 -2.49995000e+01 -2.49991667e+01
 -2.41658333e+01 -2.24995000e+01 -2.08331667e+01 -1.99998333e+01
 -1.99995000e+01 -1.99991667e+01 -1.91658333e+01 -1.74995000e+01
 -1.58331667e+01 -1.49998333e+01 -1.49995000e+01 -1.49991667e+01
 -1.41658333e+01 -1.24995000e+01 -1.08331667e+01 -9.99983333e+00
 -9.99950000e+00 -9.99916667e+00 -9.16583333e+00 -7.49950000e+00
 -5.83316667e+00 -4.99983333e+00 -4.99950000e+00 -4.99916667e+00
 -4.16583333e+00 -2.49950000e+00 -8.33166667e-01  1.66666667e-04
  5.00000000e-04  8.33333333e-04  8.34166667e-01  2.50050000e+00
  4.16683333e+00  5.00016667e+00  5.00050000e+00  5.00083333e+00
  5.83416667e+00  7.50050000e+00  9.16683333e+00  1.00001667e+01
  1.00005000e+01  1.00008333e+01  1.08341667e+01  1.25005000e+01
  1.41668333e+01  1.50016667e+01  1.50050000e+01  1.50083333e+01
  1.71750000e+01  2.15050000e+01  2.58350000e+01  2.80016667e+01
  2.80050000e+01  2.80083333e+01  3.01741056e+01  3.45041034e+01
  3.88341011e+01  4.10016667e+01  4.10050000e+01  4.10083333e+01
  4.31690791e+01  4.74989803e+01  5.18288782e+01  5.40016667e+01
  5.40050000e+01  5.40083333e+01  5.61671186e+01  6.04969426e+01
  6.48267585e+01  6.70016667e+01  6.70050000e+01  6.70083333e+01
  6.91655590e+01  7.34953053e+01  7.78250377e+01  8.00016667e+01
  8.00050000e+01  8.00083333e+01  8.21635515e+01  8.64931764e+01
  9.08227758e+01  9.30016667e+01  9.30050000e+01  9.30083333e+01
  9.51670559e+01  9.94968771e+01  1.03826690e+02  1.06001667e+02
  1.06005000e+02  1.06008333e+02  1.08172176e+02  1.12502154e+02
  1.16832132e+02  1.19001667e+02  1.19005000e+02  1.19008333e+02
  1.21171839e+02  1.25501812e+02  1.29831783e+02  1.32001667e+02
  1.32005000e+02  1.32008333e+02  1.34071404e+02  1.38196733e+02
  1.42322062e+02]",
towerse.monopile_cost,USD,[3317153.92643769],
towerse.monopile_length,m,[90.],
towerse.constr_d_to_t,,"[180.69785512 180.69785512 180.69785512 183.84042651 187.09423937
 190.55241144 194.14082976 197.94924581 201.91006926 206.09208194
 210.45099649 214.97517037 219.69813476 224.60805894 229.7424587
 233.1844839  236.73121538 240.09603842 243.55789371 248.28065645
 253.19019648 263.32420476 273.2883476  282.65109988 286.70179697
 286.27730366 283.85934394 280.85850556 276.54031523 272.56767376
 267.01831552 262.45693788 262.72369823 269.76689704 284.41417802
 301.01483216 319.79256698 293.23576655 272.35602967]",
towerse.constr_taper,,"[1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         0.9926     1.
 0.95133992 1.         0.93540188 1.         0.92278954 1.
 0.90663722 1.         0.93491204 1.         0.97669706 1.
 0.9739182  1.         0.98904443]",
towerse.slope,,"[1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         0.9926     1.
 0.95133992 1.         0.93540188 1.         0.92278954 1.
 0.90663722 1.         0.93491204 1.         0.97669706 1.
 0.9739182  1.         0.98904443]",
towerse.turbine_mass,kg,[3167051.56447112],
towerse.turb.turbine_center_of_mass,m,[-0.84382749  0.06818344 50.18635578],
towerse.turb.turbine_I_base,kg*m**2,"[ 4.53595241e+10  4.51608251e+10  2.29284639e+08  5.74651682e+05
  4.03871520e+08 -3.29076582e+07]",
towerse.soil.k,N/m,"[3.15486316e+10 1.87257778e+13 3.15486316e+10 1.87257778e+13
 1.97866667e+10 9.33333333e+10]",
towerse.wind.U,m/s,"[ 0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          1.45611077  1.67263205
  1.81392224  7.99876894  9.18762158  9.96351699  9.96364983  9.96378267
  9.9639155  10.5538058  11.03534436 11.44507558 11.44515187 11.44522817
 11.44530447 11.80355929 12.12295753 12.41186138 12.41241297 12.41296446
 12.41351585 13.05900111 13.59747648 14.06210288 14.06243768 14.06277244
 14.06310718 14.47327013 14.84160424 15.17663314 15.1768799  15.17712666
 15.17737339 15.485134   15.77021074 16.03605056 16.03624853 16.03644649
 16.03664444 16.28590697 16.52078212 16.74301342 16.74318001 16.7433466
 16.74351318 16.95451168 17.15550124 17.34749065 17.34763521 17.34777977
 17.34792432 17.53175465 17.70818321 17.87784858 17.87797673 17.87810488
 17.87823303 18.04167824 18.19940667 18.35184945 18.35196487 18.35208029
 18.3521957  18.49972449 18.64269212 18.7814041  18.78150932 18.78161453
 18.78171974 18.91644202 19.0474322  19.17491516 19.175012   19.17510884
 19.17520568 19.29358073 19.40911997 19.52197183]",
towerse.windLoads.windLoads_Px,N/m,"[   0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    4.89754864    6.91460413    8.4414141   276.27934627  366.17916322
  430.35580216  430.36716886  430.37853508  430.38990083  482.16697319
  526.39626365  565.45495218  565.46234966  565.46974699  565.47714417
  600.72847247  633.04007033  662.99883661  663.05670915  663.11457399
  663.17243114  732.69910605  793.52036428  848.14168628  848.1817768
  848.22186457  848.26194959  895.98790505  939.76230637  980.29551262
  980.32749803  980.35948197  980.39146445 1004.02868739 1024.18154912
 1041.24737071 1041.27319031 1041.29900901 1041.32482682 1050.77311024
 1057.46344007 1061.6458713  1061.66700151 1061.68813112 1061.70926014
 1060.64598288 1057.35595292 1052.00719187 1052.02460948 1052.04202668
 1052.05944347 1041.38456433 1028.81409035 1014.45814054 1014.47248048
 1014.48682012 1014.50115946 1011.09822046 1006.46711175 1000.66945149
 1000.68182546 1000.6941992  1000.7065727  1008.95437902 1016.59365148
 1023.65464012 1023.66591523 1023.67719014 1023.68846487 1029.4544727
 1034.67456644 1039.37256877 1039.38288637 1039.39320381 1039.4035211
 1048.34365275 1056.96576474 1065.28285223]",
towerse.windLoads.windLoads_Py,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",
towerse.windLoads.windLoads_Pz,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",
towerse.windLoads.windLoads_qdyn,N/m**2,"[  0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   1.29865838   1.71359      2.01531725  39.1879365   51.70258909
  60.80389836  60.80551976  60.8071411   60.80876238  68.22197531
  74.58953037  80.23122489  80.23229463  80.23336435  80.23443404
  85.33595733  90.01673574  94.35826055  94.36664739  94.37503311
  94.38341772 104.45422485 113.24596211 121.11742672 121.12319401
 121.12896089 121.13472736 128.30377332 134.91734511 141.07724347
 141.08183123 141.08641877 141.09100609 146.87099225 152.32847232
 157.50738693 157.51127593 157.51516479 157.5190535  162.45384416
 167.1734482  171.70120526 171.70462215 171.70803893 171.71145562
 176.06647308 180.26562399 184.3229521  184.32602411 184.32909605
 184.3321679  188.25948283 192.0675984  195.76570019 195.76850683
 195.77131342 195.77411994 199.3700691  202.87127192 206.28410669
 206.28670144 206.28929613 206.29189078 209.62188137 212.87435625
 216.05394825 216.05636901 216.05878972 216.06121039 219.17196446
 222.21786258 225.20238994 225.20466469 225.20693941 225.2092141
 227.99838265 230.73728713 233.42827284]",
